Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Decision
8.373,14.449,1278.467,436.74,9.829,387.207,Critical
9.128,12.333,12.328,4.948,8.21,3.826,Good
8.72,13.097,12.57,5.194,8.211,4.944,Good
9.43,10.936,11.497,6.128,10.428,3.737,Good
9.159,14.507,11.838,5.172,8.946,3.655,Good
8.762,13.694,11.694,3.942,856.153,518.079,Critical
8.366,14.865,13.479,5.193,9.164,372.035,Minor
7.651,11.227,11.09,5.063,10.049,346.148,Minor
7.568,12.84,16.174,5.517,7.234,4.813,Good
8.567,14.738,1050.979,4.774,8.859,4.197,Critical
10.049,11.122,12.313,5.039,951.312,4.151,Critical
10.115,13.936,11.46,5.266,7.56,457.013,Moderate
9.834,11.997,13.312,4.327,8.832,4.578,Good
9.147,12.036,12.06,4.572,750.567,460.521,Critical
7.732,13.595,10.242,4.948,8.211,475.942,Moderate
8.273,12.604,11.558,4.601,8.488,3.872,Good
8.73,14.273,11.425,343.118,7.486,460.521,Moderate
10.07,13.641,12.007,4.572,6.854,3.852,Good
8.395,10.864,10.708,3.839,8.533,4.082,Good
10.768,14.912,12.627,5.877,1028.323,4.117,Critical
9.065,13.39,13.011,336.985,9.817,4.045,Minor
11.247,14.255,11.1,5.769,1068.133,444.794,Critical
814.134,16.477,12.57,4.787,8.437,4.382,Moderate
8.885,12.066,12.721,5.63,7.114,469.077,Moderate
7.218,11.444,11.988,475.861,7.211,5.21,Moderate
8.755,14.451,12.459,4.972,7.672,410.446,Minor
7.772,14.948,10.975,4.798,8.299,327.505,Minor
8.258,11.641,9.862,5.217,8.022,3.925,Good
8.043,11.4,12.518,4.878,9.957,392.131,Minor
9.485,11.88,9.862,3.941,7.789,4.426,Good
8.745,14.889,12.49,4.272,8.161,5.458,Good
8.067,12.745,14.553,6.888,1007.468,4.165,Critical
9.995,13.262,11.593,3.664,891.591,485.547,Critical
7.737,13.692,10.371,4.286,7.797,4.05,Good
9.141,15.5,11.931,5.923,8.904,463.81,Moderate
8.395,14.224,1361.134,4.188,7.866,4.628,Critical
9.363,13.152,13.901,4.385,1003.082,4.471,Critical
8.536,13.796,12.245,4.445,8.459,3.485,Good
8.494,1323.851,11.934,4.375,8.428,3.729,Critical
8.685,12.168,10.942,5.178,8.946,3.488,Good
7.788,14.043,12.518,5.217,6.414,5.181,Good
9.096,11.572,10.646,4.845,9.458,281.621,Minor
8.38,11.888,12.43,5.587,855.035,398.955,Critical
7.49,12.487,13.908,4.107,7.313,376.054,Minor
9.387,11.394,11.061,4.698,9.148,331.651,Minor
9.394,13.447,12.908,388.014,8.462,281.621,Moderate
7.246,12.175,9.51,4.661,7.797,500.74,Moderate
10.238,11.484,11.1,454.961,8.241,277.628,Moderate
6.105,14.277,13.901,6.128,7.751,3.019,Good
7.515,13.239,10.629,5.327,9.549,4.491,Moderate
7.721,11.072,15.272,5.399,7.269,4.651,Good
10.053,14.902,1294.928,4.61,6.732,362.41,Critical
8.974,14.743,13.901,5.823,10.001,4.416,Good
9.065,12.604,12.57,414.928,9.06,387.207,Moderate
8.172,12.372,11.497,4.979,8.855,496.021,Moderate
10.122,13.019,12.035,5.796,8.477,418.148,Minor
8.396,9.819,1137.839,4.353,9.672,3.874,Critical
7.429,10.525,10.86,485.974,9.225,523.385,Critical
8.971,14.896,10.242,5.211,7.672,429.269,Minor
7.68,12.065,14.009,4.353,7.756,3.938,Critical
8.21,16.052,13.97,3.979,9.275,385.169,Minor
7.732,12.794,12.492,4.21,7.827,4.46,Good
9.58,10.767,12.949,4.466,8.088,4.305,Good
10.416,11.024,12.291,511.859,8.904,377.617,Critical
7.987,10.782,9.801,4.514,10.305,495.291,Moderate
8.433,15.539,13.403,4.033,7.566,392.109,Minor
9.763,12.396,11.565,5.697,7.582,3.959,Good
7.978,12.904,13.774,5.585,9.024,3.715,Moderate
9.096,11.4,1006.53,4.962,9.237,4.071,Critical
7.812,12.745,11.816,5.492,8.462,4.182,Good
8.371,14.791,14.553,4.698,8.832,357.626,Minor
7.859,13.479,10.19,4.188,818.049,4.588,Moderate
8.536,12.208,14.626,5.184,9.234,3.737,Good
8.518,14.761,13.419,4.287,9.238,485.568,Moderate
8.52,13.299,9.724,5.559,9.148,3.537,Good
8.456,13.149,10.975,5.559,748.984,490.19,Critical
8.285,12.695,11.067,5.524,8.855,411.111,Minor
7.934,13.547,9.931,6.606,7.815,479.786,Moderate
8.433,13.479,11.201,465.438,8.851,4.377,Moderate
8.736,1428.753,12.092,4.924,9.632,4.657,Critical
9.482,1258.219,11.167,4.385,8.082,428.687,Critical
9.538,13.239,10.643,4.712,9.385,4.144,Good
8.552,12.581,11.879,5.518,8.414,389.647,Minor
9.718,13.599,10.242,4.624,784.066,4.968,Moderate
7.737,12.503,14.587,4.16,8.955,474.089,Moderate
6.997,12.372,11.09,5.583,7.877,3.942,Good
8.611,12.904,12.854,4.818,7.875,4.267,Good
7.808,14.643,12.109,4.819,8.859,422.82,Minor
7.852,12.794,10.297,497.804,8.771,450.8,Critical
7.576,12.093,8.994,4.94,8.669,372.035,Minor
9.452,11.637,12.492,512.184,8.851,4.188,Moderate
8.855,11.438,1592.339,3.88,7.802,5.114,Critical
8.567,11.927,1265.523,657.208,8.886,3.884,Critical
10.501,14.449,9.812,4.952,8.308,4.901,Good
7.037,12.223,1145.69,475.672,1028.323,4.562,Critical
7.194,12.581,1173.006,4.672,7.566,4.47,Critical
7.812,12.754,938.408,464.485,7.357,4.203,Critical
10.424,12.306,11.169,4.514,6.688,4.017,Good
8.927,13.559,12.079,5.984,8.088,470.073,Minor
7.892,14.557,10.974,4.351,9.148,438.276,Moderate
11.06,12.899,13.041,5.583,9.681,410.833,Minor
10.181,11.502,12.402,6.06,9.633,412.821,Minor
9.527,16.052,11.1,4.124,6.937,403.92,Minor
11.439,11.676,12.842,4.3,7.486,376.378,Minor
9.004,13.447,13.321,3.984,9.458,5.907,Good
7.183,14.157,13.97,5.178,7.99,4.661,Moderate
8.32,12.223,10.603,4.469,7.81,355.015,Minor
9.319,14.335,12.815,4.914,9.157,410.833,Minor
9.68,12.208,11.067,5.315,9.285,4.813,Good
8.708,10.34,11.832,4.286,8.158,388.396,Minor
9.302,12.47,14.626,4.432,7.147,430.652,Minor
9.904,13.087,13.552,4.644,9.237,386.548,Minor
9.995,15.376,10.371,5.136,8.946,450.641,Moderate
7.338,13.637,15.272,5.217,9.62,5.092,Good
7.747,11.378,1236.103,4.199,9.505,378.979,Critical
8.186,14.057,12.749,4.455,8.709,5.458,Good
10.122,12.443,12.949,4.818,9.829,4.612,Good
10.676,13.657,10.544,4.997,7.272,3.562,Good
7.699,14.464,10.622,4.271,10.243,523.304,Moderate
7.987,12.312,12.842,5.587,8.115,5.197,Good
10.692,15.068,12.119,4.327,8.85,4.508,Good
10.862,11.927,13.778,4.948,8.565,5.605,Good
8.537,10.702,981.222,5.345,8.158,3.889,Critical
8.911,13.871,11.116,5.136,8.845,3.181,Good
9.045,12.231,12.785,4.272,7.601,3.667,Good
9.7,12.86,13.611,6.133,7.242,3.702,Good
8.378,13.561,11.879,6.015,9.418,5.21,Good
7.855,11.545,12.49,3.721,8.434,5.457,Good
8.686,12.372,14.587,4.47,7.49,401.617,Minor
8.495,11.802,12.402,441.427,9.229,3.521,Moderate
7.218,12.27,11.497,4.981,8.774,3.333,Good
10.501,1290.274,9.801,6.572,8.063,446.037,Critical
8.157,11.072,9.748,5.337,8.172,4.05,Good
9.292,15.486,11.332,421.049,9.082,3.641,Minor
7.812,1525.484,11.934,4.327,6.971,4.026,Critical
7.661,12.766,14.609,6.072,10.031,3.852,Good
9.153,11.108,10.942,4.263,900.036,4.554,Critical
7.822,13.964,11.758,4.707,8.98,3.606,Good
8.635,13.13,12.492,4.233,7.269,3.505,Moderate
10.616,13.57,12.634,5.05,8.786,4.809,Good
10.086,12.399,13.043,5.052,7.877,4.026,Good
765.064,16.05,13.046,5.867,8.598,3.702,Moderate
8.104,13.098,12.433,5.463,6.885,3.938,Good
10.786,11.393,1549.232,5.265,10.479,507.895,Critical
8.16,11.438,13.473,4.154,8.088,340.05,Minor
7.661,10.182,12.06,4.174,10.679,4.612,Good
8.556,11.352,12.54,522.396,8.488,4.03,Moderate
7.491,13.143,11.565,6.332,7.463,4.237,Good
8.855,11.968,12.184,4.722,8.916,4.813,Good
7.527,15.801,11.611,3.39,10.679,455.916,Moderate
9.513,12.023,1361.134,6.015,8.082,3.889,Critical
9.054,13.29,9.748,5.63,8.533,4.303,Good
9.054,13.097,12.749,3.156,9.633,511.4,Moderate
10.059,9.819,11.91,4.778,10.009,3.561,Good
9.68,13.143,14.626,4.722,9.92,4.377,Good
8.911,13.479,12.11,5.518,8.773,4.082,Minor
9.519,13.603,12.119,4.924,9.477,3.725,Good
8.922,1323.025,12.43,4.55,8.332,3.727,Critical
9.953,15.832,12.109,3.669,9.257,4.266,Good
8.921,14.558,11.549,5.136,9.321,410.682,Minor
7.543,14.45,1240.229,3.821,9.034,3.781,Critical
9.319,1091.161,13.579,4.86,9.198,440.631,Critical
8.371,11.741,13.616,4.562,9.217,419.297,Minor
9.129,13.898,13.941,494.695,790.722,4.377,Critical
9.065,9.916,10.065,3.821,8.14,4.117,Good
8.22,11.944,10.48,5.088,9.089,414.523,Minor
9.468,13.471,9.51,5.812,8.698,3.039,Good
7.206,14.725,11.706,4.621,10.065,357.411,Minor
9.971,14.912,14.626,5.277,9.419,3.775,Moderate
10.483,14.386,13.348,4.757,7.626,5.907,Good
8.489,16.05,13.473,3.955,9.72,318.565,Minor
8.567,13.936,12.815,4.013,8.788,474.165,Moderate
9.4,14.291,13.774,5.282,8.383,3.855,Good
7.652,13.12,13.186,6.026,9.957,4.963,Good
8.196,11.888,13.405,5.417,9.642,289.497,Minor
7.306,11.609,12.458,3.844,7.963,4.121,Good
10.624,12.169,16.174,4.731,9.053,3.039,Moderate
1015.91,12.093,8.994,4.723,8.136,469.077,Critical
8.918,13.328,1220.978,3.251,8.063,3.33,Critical
6.105,15.063,12.642,5.355,8.14,419.541,Minor
7.354,15.376,12.901,4.06,6.92,384.563,Minor
8.674,1079.26,12.815,4.582,9.968,466.126,Critical
7.619,16.506,9.344,4.149,7.49,388.377,Minor
9.014,9.12,10.153,4.908,7.806,4.266,Good
8.104,14.751,980.068,5.097,8.19,541.227,Critical
7.501,14.791,11.378,4.819,8.812,3.934,Good
6.961,12.766,14.587,4.403,9.457,4.121,Good
8.172,14.133,10.236,5.754,8.487,3.415,Good
9.631,11.888,11.966,3.51,7.519,3.725,Good
9.252,11.57,12.518,5.84,8.87,3.869,Good
7.713,14.912,11.832,5.384,7.566,4.765,Good
8.872,11.782,15.272,4.723,10.016,386.02,Minor
7.989,12.56,12.873,5.474,7.506,3.818,Good
10.606,11.929,12.072,5.371,750.567,467.873,Critical
10.52,12.139,11.838,539.326,6.414,4.068,Moderate
9.021,1249.889,14.009,627.289,9.618,347.488,Critical
8.492,13.328,14.382,3.291,9.286,397.415,Minor
9.008,15.376,13.419,460.103,8.442,552.252,Critical
970.075,1102.369,13.038,4.635,8.858,3.707,Critical
9.252,12.197,15.923,4.379,8.207,4.063,Good
7.837,14.751,11.879,5.574,10.473,4.228,Good
8.16,12.653,13.618,5.193,7.445,3.655,Good
8.778,12.968,11.962,591.566,10.043,393.988,Critical
9.123,13.013,10.48,4.219,8.434,306.531,Minor
10.927,13.671,10.371,4.666,9.225,469.907,Moderate
7.619,14.255,11.23,4.792,945.729,395.202,Critical
8.17,12.899,12.007,3.605,9.562,4.158,Good
8.907,14.241,13.616,5.393,9.817,3.938,Good
9.445,14.031,12.275,4.554,8.698,370.699,Minor
7.722,14.761,8.612,4.283,8.08,456.448,Moderate
8.195,1356.147,1196.212,4.818,7.672,513.001,Critical
7.383,10.379,14.089,605.552,9.148,4.9,Moderate
6.922,14.22,12.5,3.568,8.136,3.345,Good
8.957,12.397,8.612,5.172,750.235,429.269,Critical
9.281,11.959,12.492,3.686,9.123,3.545,Good
766.859,14.492,11.832,5.267,7.271,346.387,Critical
7.59,15.711,11.592,5.172,7.875,295.059,Minor
7.59,13.936,1240.229,5.08,8.434,393.618,Critical
9.834,10.975,1328.329,4.624,10.031,437.223,Critical
8.412,14.676,13.941,502.43,9.354,4.287,Moderate
10.332,12.595,12.634,4.843,914.83,4.361,Critical
8.285,12.719,9.344,4.778,7.543,289.497,Minor
6.932,13.078,12.402,5.003,7.554,457.013,Moderate
8.196,13.184,13.191,5.94,9.586,4.683,Moderate
7.772,12.939,13.616,526.686,8.598,566.479,Critical
9.208,13.469,14.626,6.888,9.605,408.183,Minor
7.737,13.003,1224.908,3.519,8.202,2.895,Critical
8.686,14.291,13.473,4.645,7.906,2.83,Good
9.658,12.472,9.931,4.806,9.875,442.617,Moderate
8.885,11.57,12.785,410.74,8.202,4.559,Minor
9.394,12.841,13.871,4.001,10.283,399.47,Minor
10.104,12.643,12.072,4.853,7.433,4.165,Good
8.674,12.689,12.328,5.441,7.907,4.277,Critical
10.115,12.37,13.778,485.764,7.543,4.314,Moderate
9.482,14.671,13.443,5.217,7.526,456.932,Moderate
8.351,14.157,11.832,5.479,7.903,360.616,Minor
7.533,1491.18,9.931,3.026,8.709,428.667,Critical
9.237,13.525,14.386,4.55,7.143,2.829,Good
9.281,15.525,13.901,541.701,8.682,4.757,Moderate
9.358,13.152,11.565,5.608,7.486,4.612,Good
10.181,12.928,13.521,5.503,7.321,3.879,Good
9.787,13.714,14.609,5.493,7.961,410.211,Minor
7.81,14.852,12.092,4.28,8.924,401.748,Minor
7.037,12.225,15.49,5.626,9.586,412.098,Minor
9.242,9.765,11.832,5.984,6.888,2.914,Good
8.279,1335.865,9.51,5.356,9.44,443.831,Critical
9.394,11.329,11.201,4.735,8.207,378.979,Moderate
9.997,13.498,14.089,436.74,8.802,4.418,Moderate
7.68,9.582,13.774,4.654,8.905,461.612,Moderate
9.763,11.403,9.394,5.05,8.588,4.01,Good
7.205,14.121,10.544,616.857,8.512,3.019,Moderate
8.029,14.445,11.46,3.984,8.808,402.523,Minor
9.443,10.767,10.25,4.872,7.898,4.287,Good
8.02,11.013,12.721,4.843,7.143,3.995,Moderate
8.907,14.394,12.901,3.893,9.807,5.13,Good
7.205,11.669,11.934,4.232,7.182,337.222,Minor
7.501,12.306,13.521,5.267,8.631,379.414,Minor
7.855,12.643,11.728,5.151,8.108,3.781,Good
7.996,11.013,861.158,445.335,7.321,460.115,Critical
8.073,13.763,1249.029,3.431,7.579,357.411,Critical
7.83,12.409,14.774,4.088,8.095,465.66,Moderate
7.94,12.928,10.242,403.865,8.477,3.382,Minor
9.458,12.367,8.994,4.804,9.611,3.181,Moderate
7.737,12.313,13.937,4.872,8.069,377.904,Minor
11.096,13.641,1344.299,4.364,7.58,4.578,Critical
7.354,12.56,861.158,4.744,7.952,3.475,Moderate
7.879,14.507,13.618,4.3,8.594,3.702,Good
10.692,13.577,11.854,4.798,8.767,4.045,Good
8.885,1418.051,12.459,4.707,795.519,402.575,Critical
9.159,12.175,12.035,6.166,9.603,471.491,Moderate
6.91,12.507,13.191,4.624,6.688,397.453,Minor
8.957,15.181,10.975,4.744,8.156,3.275,Good
8.496,12.766,12.758,4.787,7.749,393.861,Minor
7.813,1462.135,11.116,5.41,10.031,456.448,Critical
7.59,14.449,12.901,6.128,9.205,3.773,Good
8.863,12.065,12.901,6,8.855,360.616,Minor
8.319,15.829,12.328,525.477,7.551,3.702,Moderate
8.673,12.901,1106.683,4.578,6.732,427.749,Critical
7.83,14.069,13.616,4.514,6.569,3.471,Good
8.73,13.013,11.273,4.635,9.039,3.322,Good
6.922,13.48,1203.544,4.528,7.938,4.323,Critical
7.415,12.688,1334.801,4.376,7.566,4.303,Critical
8.745,13.306,13.006,4.818,9.807,3.065,Good
7.218,11.891,10.83,5.636,8.241,451.042,Moderate
9.707,13.291,9.718,5.916,9.672,3.475,Good
8.141,12.271,13.579,5.158,8.292,2.978,Good
11.078,12.066,10.646,5.587,7.911,332.185,Moderate
9.849,14.387,11.061,3.92,6.888,5.233,Good
8.872,10.702,13.941,4.232,8.602,4.198,Good
8.901,11.891,10.19,5.533,8.183,4.144,Good
10.479,11.99,9.758,4.126,8.383,418.148,Minor
9.044,10.822,10.594,4.039,8.602,402.504,Minor
8.38,13.042,8.986,466.615,9.875,3.422,Moderate
7.515,14.464,12.355,5.195,9.591,319.394,Minor
9.818,14.266,13.774,5.122,8.211,3.797,Good
8.216,13.152,10.854,4.263,8.504,277.628,Minor
8.146,13.48,13.65,6.026,6.414,3.715,Good
9.849,10.379,12.313,545.048,9.285,490.089,Critical
8.762,15.07,10.917,5.075,7.58,3.773,Good
7.516,11.243,9.758,550.298,9.148,334.543,Minor
9.004,10.182,12.815,3.826,8.063,520.98,Moderate
8.171,1154.486,14.382,5.255,9.285,424.177,Critical
8.505,11.767,11.593,527.736,9.807,485.568,Critical
9.008,12.903,11.728,4.154,7.463,4.668,Good
8.546,13.313,12.492,5.061,9.173,4.554,Good
7.987,12.608,12.901,4.759,7.963,3.486,Minor
6.932,10.854,10.242,6.169,7.92,4.207,Good
8.029,12.223,10.065,4.263,9.309,438.276,Moderate
8.633,13.098,12.492,5.163,8.877,334.267,Minor
9.818,11.813,10.646,576.86,9,4.661,Moderate
9.443,1140.173,9.862,377.974,9.309,426.745,Critical
10.862,12.375,14.215,4.088,8.189,4.287,Good
8.073,10.927,13.871,5.174,10.264,4.321,Good
8.403,13.081,11.167,5.184,8.1,394.255,Minor
8.922,1525.484,1100.973,5.908,7.875,467.102,Critical
8.736,11.378,8.612,4.975,8.124,474.089,Moderate
7.669,12.992,10.622,5.305,818.049,509.157,Critical
8.863,13.389,13.216,3.989,9.354,3.773,Good
11.078,14.738,11.307,4.711,7.864,4.025,Good
7.669,13.288,12.594,5.028,8.579,4.813,Good
7.747,11.767,10.798,362.477,9.662,470.073,Moderate
9.17,13.523,12.835,5.923,8.3,443.097,Moderate
9.92,12.222,11.01,595.214,7.768,368.796,Critical
9.129,12.588,13.321,5.871,8.594,3.889,Good
9.044,12.137,1116.703,3.431,8.063,5.079,Critical
841.813,14.755,14.009,477.107,8.472,420.23,Critical
9.908,13.152,14.587,4.528,7.147,4.055,Good
7.825,12.86,12.815,412.337,724.441,332.927,Critical
8.603,12.372,12.758,4.454,9.47,4.57,Good
8.363,1283.986,12.518,4.757,8.53,349.187,Critical
10.188,11.4,11.611,4.466,8.342,4.791,Good
8.205,12.372,12.642,5.438,9.542,441.769,Moderate
10.606,12.537,11.354,4.572,866.88,352.661,Critical
9.452,12.985,12.221,4.778,802.212,3.282,Moderate
8.171,11.4,1135.428,5.211,9.599,418.924,Critical
9.869,12.499,11.931,4.065,8.241,3.061,Good
7.516,12.643,12.275,5.191,8.161,469.995,Moderate
9.538,13.681,10.86,3.664,9.599,4.181,Moderate
9.672,12.592,11.854,541.5,9.89,395.181,Critical
9.562,11.99,11.58,3.686,9.253,458.787,Moderate
8.872,13.603,12.06,4.483,7.587,3.426,Good
8.857,10.793,13.479,5.282,9.862,4.525,Good
9.128,13.238,13.38,4.749,9.419,3.959,Good
7.83,12.139,11.934,5.441,8.876,423.657,Minor
9.834,13.306,11.73,5.882,9.652,362.135,Minor
7.859,13.599,15.252,5.126,7.321,3.934,Good
9.153,14.264,12.072,3.984,6.732,4.307,Good
8.396,15.154,10.694,5.158,7.575,394.79,Minor
6.886,12.436,14.216,4.748,8.341,5.1,Good
7.59,14.896,1283.454,5.119,8.834,3.422,Critical
8.171,13.199,11.09,5.779,8.483,432.164,Moderate
10.52,13.912,14.523,5.074,8.561,4.798,Good
8.363,14.387,1017.854,5.503,8.847,424.196,Critical
10.26,11.947,11.1,4.154,8.365,442.331,Moderate
9.707,10.912,11.934,4.819,7.903,428.397,Minor
9.834,11.394,11.565,5.371,7.749,395.191,Minor
9.92,11.109,12.842,5.148,7.821,376.378,Minor
7.699,14.643,11.73,5.708,9.577,282.961,Minor
7.945,11.975,12.43,4.774,10.428,414.446,Minor
8.38,11.007,13.616,400.319,9.285,4.035,Minor
7.859,13.559,15.49,4.768,7.767,319.394,Minor
7.347,14.101,12.627,5.195,8.129,4.525,Good
9.493,10.91,12.007,4.367,9.253,4.826,Good
8.921,11.707,12.092,4.759,9.234,367.161,Minor
9.904,12.27,11.661,4.666,9.662,432.123,Moderate
6.922,15.068,10.297,4.505,7.114,4.068,Moderate
9.869,12.944,13.901,382.076,10.344,398.955,Moderate
10.548,11.841,11.832,5.292,9.039,3.141,Good
7.504,11.394,13.479,4.354,8.611,430.471,Minor
8.195,14.243,1331.18,511.782,8.161,515.493,Critical
748.598,9.765,1364.964,3.893,9.06,4.228,Critical
9.4,13.197,1198.833,4.039,8.466,5.019,Critical
7.543,13.134,13.941,4.432,9.629,4.322,Good
9.008,14.184,10.19,6.332,8.265,328.237,Minor
8.645,12.922,14.119,5.569,915.717,436.834,Critical
9.153,12.875,12.54,5.463,7.875,474.985,Moderate
7.516,10.89,10.19,4.748,7.543,4.569,Good
11.078,13.342,11.399,4.899,9.683,534.933,Moderate
10.115,12.901,1249.033,5.779,718.248,5.259,Critical
9.278,10.419,13.908,497.478,8.304,3.938,Moderate
9.363,12.092,11.167,5.812,7.756,475.408,Moderate
11.096,13.12,11.58,6.332,7.874,5.233,Good
8.674,11.959,12.11,5.193,9.17,450.819,Moderate
8.005,14.022,13.616,4.978,853.311,5.181,Minor
10.692,14.421,11.832,4.672,10.031,437.656,Moderate
8.754,14.181,9.718,4.517,8.082,3.322,Good
8.922,11.589,12.57,4.414,7.751,4.052,Good
8.22,13.853,14.609,5.848,986.161,404.981,Critical
8.121,10.227,11.934,5.571,6.888,471.682,Moderate
8.201,13.081,10.065,4.582,8.598,4.418,Good
6.899,10.561,14.523,4.745,8.144,377.264,Minor
8.705,11.768,11.969,4.916,9.151,474.089,Moderate
11.439,11.929,1133.238,5.255,10.479,465.639,Critical
8.148,12.079,13.071,4.644,8.646,3.655,Good
9.79,11.865,10.974,4.391,10.241,575.862,Moderate
7.516,12.688,13.611,4.951,7.242,4.978,Good
8.937,12.439,13.473,3.39,8.408,306.216,Minor
8.729,10.702,1222.059,4.714,9.968,428.765,Critical
8.088,12.537,1198.833,6.314,8.308,361.907,Critical
8.686,13.696,11.46,4.027,8.455,494.437,Moderate
6.71,13.232,13.419,474.411,784.613,410.833,Critical
10.188,12.903,1196.212,3.535,8.611,4.656,Critical
7.296,13.859,14.774,414.928,8.365,4.883,Minor
7.661,13.68,1319.738,5.118,9.123,4.742,Critical
8.52,13.013,1278.526,5.134,8.521,3.956,Critical
8.957,14.558,12.035,4.55,9.405,3.623,Good
8.423,12.768,13.65,511.859,7.519,3.872,Moderate
9.054,13.962,10.569,3.416,8.45,3.823,Moderate
9.675,13.761,10.179,4.858,6.364,386.02,Minor
9.509,12.744,1237.608,5.001,7.864,3.317,Critical
8.279,13.262,10.297,4.486,7.874,357.411,Minor
7.788,12.658,12.49,6.128,8.2,2.776,Good
9.818,12.038,11.606,5.268,9.623,448.579,Moderate
9.989,11.502,14.626,4.61,8.428,350.51,Minor
8.088,12.168,11.606,4.819,942.588,3.328,Critical
8.872,11.352,1297.991,522.396,8.786,2.776,Critical
9.354,12.922,12.835,5.554,8.895,3.952,Good
8.689,15.922,13.493,4.364,715.724,412.086,Critical
7.979,10.782,12.949,5.491,10.494,403.001,Minor
8.32,13.912,12.119,4.123,848.696,3.99,Moderate
9.633,12.234,13.35,4.872,8.416,461.242,Minor
7.543,12.208,12.749,508.04,8.292,4.871,Moderate
8.762,12.312,11.73,5.542,6.922,4.678,Good
11.229,12.344,1271.843,5.068,982.102,3.831,Critical
6.932,12.222,12.54,4.039,888.99,3.884,Critical
938.53,11.438,11.854,3.954,9.605,427.749,Critical
9.678,12.045,10.148,4.798,8.513,281.621,Minor
9.045,12.545,12.655,5.215,8.895,445.92,Moderate
7.614,11.438,10.544,4.609,9.089,419.769,Minor
6.886,11.807,12.06,4.302,8.144,4.05,Moderate
8.555,13.454,12.21,4.912,8.147,474.089,Moderate
10.284,12.397,11.728,6.169,7.961,382.597,Minor
8.195,14.05,1377.836,5.061,7.756,480.209,Critical
10.424,12.56,12.922,4.126,9.164,346.148,Minor
7.514,10.864,14.216,5.267,8.928,3.322,Good
8.423,9.51,13.611,4.761,9.034,4.569,Good
10.133,14.075,10.753,3.826,7.583,4.514,Minor
9.071,10.738,11.354,5.399,10.428,4.368,Good
8.736,14.387,12.102,5.119,8.847,3.725,Good
8.674,13.381,10.974,4.008,7.269,462.806,Moderate
8.433,13.389,10.19,4.107,8.299,3.464,Good
7.556,11.394,10.297,4.644,10.394,4.063,Good
9.11,1546.602,10.646,4.28,8.459,448.69,Critical
8.216,10.604,14.836,4.174,7.634,4.322,Good
10.205,13.868,12.376,3.839,8.483,3.852,Moderate
9.904,13.13,11.338,6.098,7.271,4.773,Good
9.354,11.26,11.061,436.699,6.573,3.86,Moderate
10.344,9.51,13.443,5.122,721.742,342.538,Critical
8.531,16.838,10.998,4.654,7.767,428.24,Minor
8.536,11.888,10.854,3.721,8.742,2.83,Good
905.431,14.126,12.49,5.877,6.971,4.481,Critical
9.387,11.403,12.102,4.466,781.005,4.055,Moderate
8.172,11.484,10.629,5.574,8.54,529.609,Moderate
9.141,16.052,12.102,515.911,9.707,4.612,Moderate
8.412,10.89,9.718,5.672,8.484,361.196,Minor
9.001,14.729,11.728,4.364,901.616,411.092,Critical
10.209,13.23,11.558,4.712,8.961,3.901,Good
7.206,10.767,11.482,5.243,9.447,4.802,Critical
7.691,14.743,12.245,4.982,8.802,366.126,Minor
9.763,13.184,11.771,5.282,8.877,414.446,Minor
9.926,11.975,10.603,4.912,8.341,4.525,Moderate
8.172,12.093,1231.328,4.833,7.524,458.787,Critical
8.685,13.239,11.593,473.063,8.477,4.547,Moderate
8.186,13.54,14.523,5.434,884.649,502.392,Critical
8.816,12.84,14.089,5.184,6.573,3.778,Good
7.194,14.03,12.249,4.027,9.92,3.995,Good
7.691,15.93,1283.454,4.722,7.519,3.141,Critical
9.935,9.916,13.043,5.217,8.071,342.964,Minor
10.645,13.41,14.553,5.877,8.158,372.692,Minor
8.552,12.926,14.609,496.561,795.858,3.694,Critical
8.537,12.243,13.97,567.312,843.351,376.033,Critical
8.639,14.558,1130.724,3.581,9.253,4.466,Critical
10.159,11.609,10.603,3.664,7.055,437.223,Moderate
8.45,15.524,10.974,4.517,8.797,2.83,Good
6.71,10.912,9.801,5.916,6.603,3.377,Good
7.721,13.02,11.771,4.86,8.774,3.317,Good
7.699,11.197,1300.612,6.072,9.415,461.222,Critical
8.674,14.581,11.201,4.149,9.947,3.488,Good
8.639,12.047,12.245,5.025,9.882,376.378,Minor
7.879,10.793,13.97,4.842,7.764,4.668,Good
9.292,15.246,1160.595,5.051,9.033,469.907,Critical
10.52,13.856,12.221,5.191,8.876,413.713,Minor
10.616,12.915,10.603,5.952,8.588,386.02,Minor
7.18,12.312,13.011,4.469,8.124,481.273,Moderate
10.086,11.959,11.312,4.978,7.967,367.738,Minor
7.912,13.96,15.492,5.001,934.384,4.514,Critical
8.521,12.507,10.975,5.061,6.573,3.105,Good
10.35,13.038,13.611,432.667,9.611,4.045,Moderate
10.284,12.782,12.49,5.916,8.069,4.322,Good
7.859,14.449,11.758,5.148,8.277,438.276,Moderate
10.159,11.742,11.969,5.282,7.801,4.813,Good
9.585,13.471,12.245,4.188,9.06,446.037,Moderate
8.468,13.963,9.748,4.188,919.755,3.606,Critical
10.641,12.653,12.815,4.367,8.122,5.079,Good
10.255,1276.757,12.458,4.454,7.815,4.678,Critical
9.045,12.499,11.234,4.757,8.21,3.688,Good
8.635,12.754,1462.643,4.213,8.808,4.471,Critical
9.108,12.314,1023.645,541.701,9.024,498.855,Critical
